A,B
17.7090504802,0.0237986210177
18.8944562406,0.0823573339669
19.9198829344,0.211263954638
19.6224306364,0.026849917177
18.9318040963,0.0278814418791
19.7250604414,0.168795905688
19.8738406882,0.0498568945717
19.1229347266,0.0480128429193
18.2702254036,0.0586259436418
17.6837866956,0.0283299016974
19.1078113164,0.060149154637
19.6323506917,0.0412878275781
19.816197952,0.0663743897689
19.700761815,0.0746685481325
18.3741450344,0.0586821654467
19.5316051514,0.0777012263567
19.4648722256,0.0312941341001
18.7450827804,0.0601474383381
19.8698441971,0.135003548699
19.4136013858,0.0232587823238
17.1448180176,0.0468156848783
19.8271502686,0.0590796850715
19.417973543,0.0562688649897
19.7097010201,0.0359977192177
19.5780427017,0.0582549204634
19.8847689356,0.0552130101877
17.7576059684,0.0562383974716
19.4041396704,0.0628366852546
19.6554534039,0.045802883792
19.4611511006,0.0395952463929
19.5076186895,0.0227914233053
19.2597868919,0.0627486995803
19.8711185597,0.0521903541322
19.578613224,0.0214352600687
18.3998879242,0.0574086511424
19.4892142266,0.0435876113907
20.0013181771,0.0427590589361
19.4256454562,0.0261580359904
19.1177689394,0.0784322485143
17.9255631423,0.0830094888276
19.6109738801,0.0571588842645
19.7049906687,0.022781676154
18.9529141613,0.0829938659914
19.5579022529,0.129028059999
16.2350466086,0.0591698247743
19.7472840726,0.100785671803
18.8168714271,0.0523609741654
19.5280182941,0.0789781151835
17.8443343365,0.0425127161428
19.2998306019,0.122042182062
19.4614340125,0.047279482661
19.1776983793,0.12260013
18.6566491797,0.0804466571539
19.7027972798,0.0868781696252
19.6996684044,0.0774837800395
19.4667919972,0.189055917632
19.1016813943,0.07372030543
19.6746771545,0.077880396484
19.2543487912,0.0359611829166
18.3071263861,0.063450983587
19.6571870815,0.0320471757568
19.0475525461,0.0472870069751
19.2640793862,0.0213618742417
19.1825747126,0.0554820647165
18.7648023372,0.107218068977
19.6953063538,0.0650110060466
19.6486685525,0.0475782810384
19.5147028696,0.105441421271
19.747829784,0.0777466322744
19.3560809171,0.0709221663074
19.5852391301,0.12902949376
19.8989499016,0.0829794880487
19.9939206039,0.0227360859754
18.1792428087,0.0400167873546
19.8861701671,0.188277747569
17.9641436423,0.0826738687975
18.7273188689,0.0921217559254
20.0174239876,0.0612814966534
19.38363219,0.019907557226
